Revisada por,Fecha publicacion,Fuente,Noticiero,Autor,Noticia,Temerario,Limitaciones,Vía y entorno,Reglamento,Fallas,Desconocido
Oscar,07/10/2023,https://www.nacion.com/sucesos/accidentes/un-muerto-y-dos-heridos-al-caer-vehiculo-liviano/SYGKKG3QU5DTJI7WV2HBDZGJGY/story/,La nación,Magdalena López,"Una mujer fallece y dos personas heridas tras caer vehículo en precipicio de 200 metros en Cartago
Accidente ocurrió la tarde de este sábado. El automotor se salió de la vía, volcó y cayó al precipicio en el cauce de un río.
Una mujer falleció, y dos personas más resultados heridas luego de que un vehículo liviano cayera a un precipicio de 200 metros, la tarde de este sábado, en el sector de San Cristóbal, en Cartago.
La víctima mortal tenía 19 años y fue identificada como Fabiana Valverde. Los otros afectados son un menor de edad y una mujer adulta, ambos quedaron en condición delicada.
La oficina de comunicaciones de la Cruz Roja informó de que el incidente se reportó a las 3:57 p. m. El automotor se salió de la vía, volcó y cayó al guindo en el cauce de un río.
Además de la joven que perdió la vida, el menor y otra mujer adulta fueron trasladados en condición delicada al Hospital Max Peralta con fuertes golpes en todo el cuerpo.
En el lugar se encuentran seis unidades de ambulancia con 11 socorristas de la Cruz Roja para realizar la extracción de los pacientes.
No trascendieron las identidades de la víctima mortal y de los heridos.
Colaboró con esta información la corresponsal Keyna Calderón
El accidente ocurrió la tarde de este sábado
Un muerto y dos heridos fue el saldo del accidente que ocurrió la tarde de este sábado en Cartago. Foto Cortesía.",0,0,0,0,0,1
Oscar,01/10/2023,https://www.nacion.com/sucesos/accidentes/mujer-con-ocho-meses-de-embarazo-fallece-en/MDKBMWRU5BF2LGAYN7O6XQFSEA/story/,La nación, Valeria Martínez y Edgar Chinchilla,"Mujer con ocho meses de embarazo fallece en accidente
Acompañante fue trasladado en condición crítica a Hospital de San Carlos
Una mujer con ocho meses de gestación falleció este domingo en Pital de San Carlos luego de que el automóvil en el que viajaba colisionó contra la carreta de un vehículo que transportaba caballos.
El hombre que viajaba con ella fue trasladado al Hospital de San Carlos en condición crítica. El incidente sucedió a las 5 p.m en ruta 4, específicamente frente a Finca La Lidia.
Mujer con ocho meses de embarazo fallece en accidente de tránsito en San Carlos. (Edgar Chinchilla)
Durante la mañana del domingo, otras cuatro personas también resultaron lesionadas en diferentes incidentes en carretera.
A las 4:51 a. m., dos personas resultaron con lesiones tras ser golpeadas por un vehículo frente a los Tribunales de Justicia en San Ramón de Alajuela. Menos de una hora después, a las 5:33 a. m., otro hombre fue atropellado por un vehículo en Mata de Plátano, Goicoechea, San José
Asimismo, a las 8:53 a. m, un hombre de apellidos Carton Medina falleció embestido por un vehículo en la autopista General Cañas, en Río Segundo, Alajuela, frente al aeropuerto internacional Juan Santamaría.",0,0,0,0,0,1
Oscar,21/09/2023,https://www.nacion.com/sucesos/accidentes/puriscal-un-querido-adulto-mayor-de-ciudad-colon/7OEBCZ74Q5HJ5CB2LUGEKWLSWI/story/,La nación,Fátima Jiménez,"‘Puriscal’, un querido adulto mayor de Ciudad Colón, murió atropellado por vagoneta
Un adulto mayor, conocido como 'Puriscal', falleció atropellado por una vagoneta la mañana de este jueves en el centro de Ciudad Colón. (Foto: Fátima Jiménez)
Un adulto mayor, identificado como Alfredo Vargas Mora, de 73 años, falleció este jueves a las 10:30 a. m. cuando lo atropelló una vagoneta a un costado de la bomba Delta en el centro de Ciudad Colón.
Imágenes captadas por las cámaras de seguridad muestran que el adulto mayor cruzó frente a la vagoneta y en apariencia el conductor no lo vio, por lo que con su llanta frontal izquierda lo atropelló, ocasionándole la muerte inmediata.
El señor era conocido como “Puriscal” y era considerado un personaje de la zona. Acostumbraba a utilizar sombreros, sacos y a diario se le veía deambular en las calles.
De acuerdo con Fabián Murillo García, oficial de la Policía de Tránsito, el chofer de la vagoneta dio negativo a la alcoholemia y permanece bajo custodia mientras llegan los agentes del Organismo de Investigación Judicial (OIJ).",0,0,0,0,0,1
Oscar,29/08/2023,https://www.nacion.com/sucesos/accidentes/colision-entre-carro-motocicletas-y-autobus-deja/R2RTKY5N7RCMNGG2ZTZXLQEBSM/story/,La nación,Magdalena López,"Colisión entre carro, motocicletas y autobús deja un fallecido y varios heridos en Limón
El aparatoso accidente ocurrió este martes por la noche en Cahuita de Talamanca.Un choque que involucró a un automóvil, varias motocicletas y un autobús causó la muerte de un hombre y el traslado de tres personas a un centro médico en Limón.
Una de ellas se encuentra en estado grave, mientras que las otras dos fueron llevadas en categoría amarilla a la clínica de Hone Creek.
La Cruz Roja precisó que la víctima, quien aún no ha sido identificada por las autoridades, falleció en el lugar del incidente que ocurrió, este martes a las 7:32 p. m., en Cahuita de Talamanca.
De acuerdo con los datos preliminares, el automóvil primero chocó contra varias motos que estaban en la carretera y luego colisionó con un autobús estacionado y volcándose posteriormente.
Oficiales de la Fuerza Pública y del Organismo de Investigación Judicial (OIJ) llegaron a la escena para realizar las pesquisas correspondientes.
Durante la noche de este martes, una colisión entre varios vehículos resultó en el trágico fallecimiento de una persona, además de tres pacientes que requirieron observación médica en Limón. Foto San Clemente Informa.
Durante la noche de este martes, una colisión entre varios vehículos resultó en el trágico fallecimiento de una persona, además de tres pacientes que requirieron observación médica en Limón. Foto San Clemente Informa. (San Clemente Informa)",0,0,0,0,0,1
Oscar,13/07/23,https://www.nacion.com/sucesos/accidentes/oficial-de-transito-que-iba-en-caravana/6IP7BYY4EZE4JBHEQX5A37L4CU/story/,La nación,Vanessa Loaiza N. y Edgar Chinchilla,"Oficial de tránsito que iba en comitiva presidencial se estrella en ruta 32
Grupo se dirigía a Limón a conferencia de prensa en APM Terminals.
Un oficial de tránsito, identificado como Gerardo Cascante, sufrió un accidente de tránsito esta mañana sobre la ruta 32, cuando viajaba en la caravana presidencial que se desplazaba a la plataforma portuaria de APM Terminals, en Limón, donde se anunciarán nuevos controles a la carga en contenedores.
Al parecer, Cascante, de 41 años, perdió el control de la motocicleta y se estrelló contra una de las barreras de concreto que dividen ambos sentidos de la vía, un kilómetro antes del puente sobre el río Sucio, en el sentido San José - Limón. Justo en ese punto trabajan cuadrillas en las labores de ampliación de la carretera.
“Venimos en la comitiva hacia Limón y hay una valla en la carretera, por las reparaciones, está oscuro, está lloviendo, el compañero al parecer no la observó y derrapó. Tiene una lesión en una rodilla, pero esperamos que no sea mucho”, relató la oficial Patricia Trejos.
Trascendió que el oficial habría sufrido una fractura en una de sus extremidades, fue trasladado al hospital de Guápiles consciente y estable. Cascante es jefe policial en San José.
Oficial de tránsito se estrelló contra una de estas barreras divisorias cerca del puente sobre el río Sucio, en la ruta 32.",0,1,1,0,0,1
Oscar,07/07/23,https://www.nacion.com/sucesos/accidentes/un-muerto-y-una-joven-de-18-anos-grave-tras/5PUTD5KEM5GGDJLX4VXHXYKODQ/story/,La nación,Magdalena López Fonseca,"Un muerto y una joven de 18 años grave tras colisión entre moto y vehículo en Alajuela
Al parecer, ambos viajaban en la motocicleta. Las víctimas aún no ha sido identificadas por las autoridades
Un joven de 20 años, fallecido, y una mujer de 18, herida de gravedad, fue el saldo de una colisión entre una motocicleta y un vehículo liviano este viernes por la noche en Alajuela.
El accidente ocurrió en el barrio El Roble de San Antonio de Alajuela, frente a un restaurante.
Al parecer, ambos viajaban en la moto. Las víctimas aún no ha sido identificada por las autoridades.
“Se recibe la alerta de un accidente de tránsito, pero cuando llegamos al sitio encontramos a un joven sin signos vitales declarado fallecido en el lugar.
“Además, brindamos atención a una paciente herida que requirió ser trasladada de forma inmediata al Hospital de Alajuela”, informó Rita Rodríguez, despachadora de la Cruz Roja.
Las autoridades se encuentran investigando las causas del accidente.
El joven de 20 años ya no tenía signos vitales a la llegada de los socorristas.",0,0,0,0,0,1
Oscar,06/07/23,https://www.nacion.com/sucesos/accidentes/motociclista-muere-tras-aparatoso-choque-contra/EP4BLIATEZFA3JW2CO4GWNNN3Y/story/,La nación,Magdalena López Fonseca,"Motociclista muere tras aparatoso choque contra tráiler en la Uruca
Accidente ocurrió la noche de este jueves
Un motociclista de entre 35 y 40 años murió la noche de este jueves al colisionar contra un tráiler en la Uruca, confirmó la Cruz Roja.
El accidente tuvo lugar sobre la carretera de Circunvalación, del monumento al Agua, 400 metros en dirección a Pavas, a las 6 p. m.
La víctima aún no ha sido identificada por las autoridades.
“Se recibe la alerta de un accidente de tránsito, pero cuando llegamos al sitio encontramos a una persona sin signos vitales, y fue declarada fallecida en el lugar”, informó Monserrat Quirós, despachadora de la Cruz Roja.
Las autoridades se encuentran investigando las causas del suceso.
La víctima ya no tenía signos vitales a la llegada de los socorristas. ",0,0,0,0,0,1
Oscar,29/06/23,https://www.nacion.com/sucesos/accidentes/adulto-que-viajaba-en-bicicleta-muere-al-chocar/INRFZLGW6JBAVHOM7RA27FDXBA/story/,La nación,Magdalena López Fonseca,"Adulto que viajaba en bicicleta muere al chocar con auto en Guácimo de Limón
Causas del percance son investigadas por las autoridades
Un hombre de entre 50 y 60 años que viajaba en bicicleta murió la noche de este jueves al colisionar contra un vehículo liviano en Pocora de Guácimo, Limón, en la entrada de la ruta 32, confirmó la Cruz Roja.
La víctima aún no ha sido identificada por las autoridades. “Se recibe la alerta de un accidente de tránsito pero, cuando llegamos al sitio, encontramos una persona sin signos vitales y fue declarada fallecida en el lugar”, informó el comité de la Cruz Roja.
El Organismo de Investigación Judicial (OIJ) levantó el cuerpo y se hizo cargo de las pesquisas del percance.
Según información proporcionada por la Cruz Roja, al momento de su llegada, la víctima no presentaba signos vitales.",0,0,0,0,0,1
Oscar,28/06/23,https://www.nacion.com/sucesos/accidentes/dos-jovenes-fallecen-tras-aparatoso-choque-entre/F7LLWCHOCRCQZA7XN74PKJCJD4/story/,La nación,Magdalena López Fonseca,"Dos jóvenes fallecen tras aparatoso choque entre moto y camión
El accidente ocurrió la noche de este miércoles en Siquirres de Limón
Dos jóvenes, uno de 20 años y otro de 21, perdieron la vida este miércoles alrededor de las 6:30 p. m. debido a la colisión de la motocicleta en que viajaban contra un camión, según informó la Cruz Roja.
El accidente tuvo lugar en Siquirres de Limón, específicamente en Indiana, a 350 metros al sur de la escuela.
Al llegar al sitio del percance, la Cruz Roja confirmó el fallecimiento de los dos muchachos.
Las autoridades se encuentran investigando las causas del suceso.
Dos jóvenes, uno de 20 años y otro de 21, fallecieron este miércoles alrededor de las 6:30 p. m. debido a una colisión entre una motocicleta y un camión. ",0,0,0,0,0,1
Oscar,17/06/23,https://www.nacion.com/sucesos/accidentes/motociclista-evade-reten-y-muerte-al-chocar-con/7WPDAESHSNCKLCKHWSZKD7PHLE/story/,La nación,Paula Córdoba y Keyna Calderón,"Motociclista evade retén y muere al chocar con carro del Ministerio de Cultura
Accidente con auto de uso discrecional ocurrió en Paraíso de Cartago luego de que, al parecer, la víctima invadió el carril contrario
Un motociclista identificado como Luis Carlos Solano Marín murió la noche del viernes al chocar, en Paraíso de Cartago, contra un vehículo de uso discrecional del Ministerio de Cultura y Juventud. El percance ocurrió a las 11:15 p. m. frente al cementerio local.
En apariencia, según el oficial de Tránsito, Gustavo Ordóñez, la víctima habría evadido un retén policial en carretera, se pasó al carril contrario y colisionó de frente con el automotor. No tenía licencia de conducir.
Al conductor del vehículo institucional, de apellidos Moya Aguilar, se le realizó la prueba de alcohol y dio negativa.
El departamento de prensa del Ministerio de Cultura y Juventud (MCJ) confirmó a La Nación que el carro marca Toyota Land Cruiser Prado, placa BHG-203, pertenece a esta cartera de Gobierno.
Entre las características del automotor están que es todo terreno, 4x4 y con capacidad para siete pasajeros. Además, posee un valor de Hacienda cercano a los ¢14 millones y se considera de uso discrecional, de acuerdo con el sitio web del Registro Nacional.
Un vehículo de uso discrecional del Ministerio de Cultura y Juventud, chocó contra una motocicleta. (Foto: Keyna Calderón, corresponsal GN)
Solano tenía 21 años, era soltero, sin hijos y vivía en Cachí de Paraíso. El caso se mantiene en investigación para esclarecer lo sucedido y las circunstancias que mediaron en el accidente.",1,0,0,1,0,1
Oscar,13/06/23,https://www.nacion.com/sucesos/accidentes/choque-entre-vehiculo-y-motocicleta-deja-un/EQKQVTE7QZBBTNPHPN3WFNCX2Q/story/,La nación,Reiner Montero y Paula Córdoba,"Choque frontal entre vehículo y motocicleta deja un fallecido en ruta 32
Policía de Tránsito cerró dos de los cuatro carriles de la vía en sentido San José - Limón y el paso se mantuvo regulado.Un motociclista, identificado como Óscar Antonio Salazar Araya, de 56 años, murió la madrugada de este martes luego de colisionar contra un carro en Pocora de Guácimo, Limón, sobre la ruta 32, a 50 metros del puente de El Destierro.
El incidente ocurrió a las 4.15 a. m. y fue frontal, ya que el motorizado circulaba en sentido San José-Limón cuando chocó contra el automóvil Nissan Sentra, que viajaba en sentido contrario. Al llegar la Cruz Roja, el hombre fue declarado sin signos vitales en el lugar, y otros tres pacientes fueron evaluados en categoría estable.
La escena fue custodiada por oficiales de la Fuerza Pública de Pocora, a la espera de los agentes del Organismo de Investigación de Guápiles para el levantamiento del cuerpo.
La motocicleta quedó a poco más de 50 metros del cuerpo del fallecido. (Foto: Reiner Montero.)
La Policía de Tránsito mantuvo cerrada la vía en los dos carriles en sentido San José - Limón, mientras que el paso se mantenía habilitado en los otros dos carriles en sentido contrario. En redes sociales, los usuarios reportaron gran congestionamiento vial.
Aparentemente, las fatalidades son comunes en la zona debido a los adelantamientos indebidos y la conducción a gran velocidad.
Carmen Briones, una vecina de la zona, aseguró que por falta de un puente peatonal los accidentes son rutinarios y prácticamente se ven todas las semanas.
“Estaba alistando mis cosas para ir a trabajar cuando escuché un fuerte impacto. Salí a la calle principal y logré encontrar el cuerpo del muchacho a más de 50 metros de la motocicleta”, explicó Marvin Brenes, otro vecino que, con la ayuda de otros lugareños, auxilió a los afectados.",1,0,0,0,0,1
Oscar,27/05/23,https://www.nacion.com/sucesos/accidentes/choque-de-vehiculo-contra-paredon-deja-dos-muertos/MJL7HM6LXFGLRNY7RCNTC67A7U/story/,La nación,Paula Córdoba y Keyna Calderón,"Choque de vehículo contra paredón deja dos muertos en Santa Cruz, hay dos niños graves
Dos niños y una mujer fueron trasladados en condición roja al hospital La Anexión en Nicoya y a la clínica de Filadelfia.Choque frontal de vehículo liviano deja dos fallecidos y tres heridos
Una colisión de un vehículo contra un paredón en Tempate, playa Potrero de Santa Cruz, Guanacaste, dejó dos personas fallecidas y otras tres trasladadas en condición roja al centro médico.
Las víctimas son dos adultos, en apariencia un hombre y una mujer, cuyas identidades no han trascendido. Los pacientes graves son una mujer y dos niños, dijo Alejandro Fallas, subcoordinador operativo regional de Cruz Roja en Guanacaste.
Los menores de edad fueron valorados inicialmente en el hospital Metropolitano en Huacas y posteriormente con acompañamiento de los médicos, los llevaron al hospital La Anexión en Nicoya. La adulta recibió atención médica en la clínica de Filadelfia, en Carrillo.
El percance ocurrió a la 1:47 p. m., de este sábado, en la ruta que comunica a la localidad de Nuevo Colón, en Sardinal de Carrillo, con playa Potrero, en Santa Cruz; específicamente, en el último tramo de esa ruta con una cuesta muy pronunciada.
Al lugar acudieron unidades de Bomberos y Cruz Roja a atender a los heridos y continúan en el sitio mientras se desplazan los agentes del Organismo de Investigación Judicial (OIJ), para hacer el levantamiento de los cuerpos.
Trascendió que el automotor venía cuesta abajo desde Nuevo Colón en Sardinal de Carrillo, ruta que comunica con playa Potrero, y por razones que no están claras la conductora habría perdido el control del automóvil.El percance cobró la vida de dos adultos y dejó graves a una mujer y dos niños que fueron trasladados al hospital de La Anexión en Nicoya y a la clínica de Filadelfia.",0,0,0,0,0,1
Oscar,27/05/23,https://www.nacion.com/sucesos/accidentes/sospechoso-de-mortal-accidente-de-transito-en-san/FQYG4LBCWVFDHMA3TE23EICPJE/story/,La nación, Paula Córdoba y Édgar Chinchilla,"Sospechoso de mortal accidente de tránsito en San Carlos se da a la fuga
Percance dejó un joven fallecido de 23 años que no tenía licencia..
Las autoridades buscan al conductor involucrado en un accidente de tránsito que dejó fallecido a un motociclista la noche del viernes en Santa Rosa de la Palmera, San Carlos, Alajuela. Luego de la colisión, el sujeto se dio a la fuga.
El hecho ocurrió 600 metros al norte de la escuela local, sobre la ruta 748. La víctima fue identificada como Luis David Umaña Castro, de 23 años, que para el momento del percance, según las autoridades, no tenía licencia.
Umaña conducía una motocicleta marca Fórmula de 125cc y al parecer en un pequeño sube y baja, en una ruta de asfalto, colisionó contra un carro Toyota Land Cruiser.
Al escuchar el golpe los vecinos salieron a ver qué pasaba y al observar el accidente llamaron al 911. A la llegada de los socorristas ya el motociclista estaba sin vida.
Algunos testigos informaron que la moto estaba detenida y el carro la golpeó por detrás, pero los daños los presenta al frente. De acuerdo con las versiones preliminares, los vehículos viajaban en sentido contrario y uno de los dos habría invadido el carril contrario.
“Todavía no tenemos indicios de lo que sucedió, será el Organismo de Investigación Judicial (OIJ) el que determine lo que ocurrió, en especial porque el chofer del vehículo está en fuga”, dijo la oficial de tránsito Andrea Segura.
Colisión entre un carro y una moto dejó como saldo un joven de 23 años fallecido en Santa Rosa de la Palmera, San Carlos. (Foto: Édgar Chinchilla, corresponsal GN)
Tanto el carro como la motocicleta tenían el marchamo y la revisión técnica al día. Umaña no tenía licencia, pero sí llevaba puesto el casco de protección. Aparentemente, el joven regresó a casa después del trabajo y luego salió a hacer una compra en una carnicería cercana, cuando ocurrió la tragedia.
Sobre el conductor del carro que se fue del lugar, al parecer ya la Policía Judicial lo identificó con ayuda de vecinos que lo vieron antes de que se marchara; no obstante, la información no fue confirmada por el OIJ.
Trascendió que Umaña era vecino de La Marina en San Carlos, estaba soltero, no tenía hijos y trabajaba en limpieza de torres.",0,0,0,0,0,1
Oscar,26/05/23,https://www.nacion.com/sucesos/accidentes/era-alegre-divertida-y-le-gustaba-pasear-en/KWMNAM6IF5HRBBJUMRGPN2BN5A/story/,La nación,Paula Córdoba y Keyna Calderón,"América Spichiger: ‘Era alegre, divertida y le gustaba pasear en familia’, dijo amiga de fallecida en accidente en Cartago
América Spichiger Gómez, de 28 años, era abogada y trabajaba en una empresa multinacional en Escazú. El conductor del otro vehículo, un chofer de bus, fue trasladado al hospital Max Peralta con lesiones en diferentes partes del cuerpo.
Por Paula Córdoba y Keyna Calderón.
Como una persona alegre, divertida, que le gustaba pasear en familia y compartir con sus amigos, así recuerdan a América Spichiger Gómez, la joven de 28 años que falleció la mañana de este viernes en un accidente de tránsito en Paraíso de Cartago.",0,0,0,0,0,1
Oscar,16/05/23,https://www.nacion.com/sucesos/accidentes/policia-penitenciario-pierde-la-vida-en-aparatoso/KS52YXZUKVDGRPAA7IUIP3GWYI/story/,La nación,Vanessa Loaiza N. y Reiner Montero,"Policía penitenciario pierde la vida en aparatoso accidente donde la motocicleta prendió en llamas
Choque se registró este martes a las 8 a. m. sobre ruta 32
Un oficial de la Policía Penitenciaria, identificado como Óscar González González, perdió la vida este martes por la mañana en un aparatoso accidente suscitado en el cruce hacia El Cairo de Siquirres, sobre la ruta 32, que conduce a Limón.
La información disponible indica que, por razones que se desconocen, el motociclista, de 29 años, chocó contra un camión. El cuerpo de la víctima salió expulsado fuera de la vía, mientras que la moto quedó prensada debajo del camión y prendió en llamas. Producto del incendio, el camión también sufrió importantes daños.
Trascendió que en la colisión también se vio involucrada una segunda moto, pero la dinámica del accidente no fue divulgada. El conductor de esta otra unidad fue valorado en el CAIS de Siquirres, con golpes varios.
El Ministerio de Justicia confirmó que González era policía penitenciario en el Centro de Atención Integral Marcus Garvey, en Limón. Había ingresado a la policía desde el 16 de abril del 2018.
De acuerdo con los datos del Registro Civil, el joven agente era soltero, papá de dos niñas de 10 años y 5 años y registraba su domicilio electoral en San Martín de Siquirres.
Este tramo de la ruta 32, a su paso por el cruce a El Cairo, quedó cerrada durante la mañana producto del mortal accidente e incendio. Foto: Reiner Montero",0,0,0,0,0,1
Oscar,16/03/23,https://www.nacion.com/sucesos/accidentes/futbolista-yurguin-roman-detenido-por-chocar/TRW2EZZHHZBU5LSOXYHGHFPFBU/story/,La nación,Vanessa Loaiza N. y Paula Córdoba,"Futbolista Yurguin Román detenido por chocar vehículo e intentar darse a la fuga
Lateral izquierdo chocó por detrás vehículo de un oficial de tránsito pensionado frente al Hospital de San Carlos. Trascendió que el jugador había consumido licor
El jugador de la Asociación Deportiva San Carlos, Yurguin Román Alfaro, fue detenido este miércoles por la noche luego de protagonizar un accidente de tránsito frente al hospital de esa misma ciudad alajuelense.
El director regional de la Policía de Tránsito, Diego Herrera, confirmó que el jugador chocó por detrás a otro vehículo pick-up propiedad de un agente de tránsito pensionado, identificado como Milton González. Al momento del suceso, el jugador salió corriendo, en un posible intento de darse a la fuga, por lo que González pidió ayuda al Tránsito y al Grupo de Apoyo Operacional de la Fuerza Pública, quienes detuvieron al lateral izquierdo poco tiempo después.
Accidente ocurrió el miércoles por la noche, frente al Hospital San Carlos. (Foto suministrada por Edgar Chinchilla)
Trascendió que dos pruebas de alcohol en aliento dieron positivo y que el jugador conducía en estado de ebriedad, pues superaba significativamente el máximo permitido para manejar. Se le consultó sobre este asunto a la Policía de Tránsito, pero indicaron que no pueden referirse porque el caso ya está en instancias judiciales.
Hasta este jueves por la mañana, Román, de 26 años, fue trasladado al Ministerio Público para el trámite respectivo. A él se le abrió un expediente por conducta temeraria penal, regulada en el artículo 261 bis del Código Penal, que impone penas de 1 a 3 años de prisión a quien conduzca bajo la influencia de bebidas alcohólicas, “cuando la concentración de alcohol en la sangre sea mayor a cero coma setenta y cinco (0,75), gramos de alcohol por cada litro de sangre”.
“Cuando se imponga una pena de prisión de tres (3) años o menos, el tribunal podrá sustituir la pena privativa de libertad por una medida alternativa de prestación de servicio de utilidad pública que podrá ser desde doscientas (200) horas hasta novecientas cincuenta (950) horas de servicio, en los lugares y la forma señalados en el artículo 71 ter, agrega la misma ley.
A eso de las 5 p. m. el Ministerio Público confirmó que Roman quedó libre esta tarde, sin medidas cautelares, mientras se le sigue una causa en el expediente 23-000211-1261-PE.
Sergio Chaves, presidente de la Asociación Deportiva San Carlos dijo vía telefónica que ‘por qué no buscaban (los medios) otras noticias más importantes’ al tiempo que añadió que fue una impudencia y que ahora Román deberá asumir las consecuencias, así como aplicarle el reglamento interno para estos casos.
“Estamos esperando y analizando la situación porque como eso fue en la noche hasta ahorita nos reunimos”, explicó al consultarle sobre posibles sanciones al jugador.
Yurguin Román, jugador de la Asociación Deportiva San Carlos.
Reacción de los toros del norte
Esta tarde la Asociación Deportiva San Carlos “lamentó profundamente” los hechos en los que se vio involucrado Yurguin Román. “Respetando la intimidad del jugador, el club guardará las medidas disciplinarias internas hasta que disponga de toda la información necesaria”.
“Sin perjuicio de las decisiones que las autoridades adopten, el Reglamento Interno y el Código de Conducta del Club son estrictos al abordar este tipo de situaciones que van en contra de nuestros valores como institución, por lo que se llevará a cabo el debido proceso.
“Aprovechamos para recordar los riesgos que implica la imprudencia, el consumo de alcohol y otras sustancias, la falta de concentración y, en general, la conducción sin seguir adecuadamente las normas, asimismo, reiteramos el firme compromiso del Club por mantener sus principios y valores básicos.",0,1,0,0,0,0
Oscar,22/02/23,https://www.nacion.com/sucesos/accidentes/ingeniero-suizo-vinculado-a-planta-del-ice-muere/4VEHZOSRONEVZEAV6D2MVMOX44/story/,La nación,Vanessa Loaiza N.,"Ingeniero suizo vinculado a planta del ICE muere en grave accidente de tránsito
Extranjero falleció en Siquirres, atropellado por un vehículo pesado
Un ingeniero de nacionalidad suiza, identificado como Urs Gantenbein, falleció este martes por la noche en un severo accidente de tránsito ocurrido a las 7:17 p. m. sobre la ruta 32, a su paso por la antigua estación de pesaje en Siquirres, Limón.
Según la información suministrada por la Cruz Roja, por razones que se investigan, Gantenbein, de 67 años, intentó cruzar la vía de sur a norte, cuando fue atropellado por un tráiler y falleció en el sitio.
El Organismo de Investigación Judicial confirmó que el vehículo pesado no frenó al momento del atropello y fue hasta este miércoles que fue localizado por las autoridades.
El Instituto Costarricense de Electricidad (ICE) confirmó que el ingeniero se encontraba en el país contratado por el Fideicomiso asociado a la Planta Hidroeléctrica Reventazón, como parte de las labores de inspección que realizan los acreedores de manera periódica.
“El ICE ha puesto a disposición del equipo del Fideicomiso y de la Embajada de Suiza en nuestro país las facilidades, los traslados y el apoyo para atender esta difícil situación. En este momento, las Autoridades correspondientes atienden las diligencias relacionadas a este hecho.
“El Instituto envía sus condolencias a la familia y los compañeros del señor Gantenbein, así como a la Embajada de Suiza en Costa Rica”, agregó la institución.
El mes pasado trascendió que la planta hidroeléctrica Reventazón saldrá de operación por al menos dos meses, según las previsiones del ICE, por un problema geológico que afecta a la megaestructura de $1.567 millones, la cual presenta grietas y fugas.
Están previstos trabajos durante casi todo octubre después de un vaciado total del embalse a partir del 1.° de setiembre y se presume que el llenado empezaría hacia mediados de noviembre. El detalle de las obras no se conoce.
Accidente ocurrió pasadas las 7 p. m. en Siquirres, sobre ruta 32. (Foto: Reiner )",0,1,0,0,0,1
Oscar,21/02/23,https://www.nacion.com/sucesos/accidentes/profesor-de-religion-es-la-victima-mortal-de/O367K36WPFD47AHVJFUTYWGRXI/story/,La nación,Edgar Chinchilla,"Profesor de religión es la víctima mortal de accidente en San Carlos
Adulto mayor salía las mañanas a hacer ejercicio y mientras realizaba esta práctica fue atropellado
José Jesús Ruiz González, un profesor pensionado de religión, es la víctima mortal de un accidente de tránsito registrado este martes por la mañana en la Marina de La Palmera de San Carlos.
La información disponible indica que Ruiz, de 73 años, salía por las mañanas a hacer ejercicio y fue en esa práctica cuando fue atropellado, a eso de las 8:40 a. m. por un vehículo Mitsubishi que derrapó y se volcó, 600 metros al oeste de la escuela local, en la ruta 748.
El Organismo de Investigación Judicial investiga la versión citada por testigos, quienes alegan que un segundo vehículo estaría involucrado en el accidente, pues aparentemente salió de un camino secundario hacia la vía principal y el conductor del Mitsubishi, por intentar evitar un choque, terminó atropellando a Ruiz.
Los lugareños aseguran que ese segundo vehículo se dio a la fuga, pero que el OIJ ya lo tiene identificado, gracias a los datos brindados por los locales.
En tanto, el conductor del Mitsubishi, un hombre de apellido Porras, dio negativo en la prueba de alcoholemia. Él y su acompañante solo sufrieron golpes menores. Además, el vehículo tenía todos los documentos en regla.
Don José Jesús, a quien le decían Chepe, era vecino de la Marina y durante años fue un querido profesor de religión en los colegios de Venecia de San Carlos y Santa Rita de Río Cuarto. Quienes lo conocieron recuerdan que era un educador afable, conversador, a quien le encantaba hacer bromas. Se supo que también era un gran colaborador de la iglesia del pueblo.
Colaboró en esta información Roger Bolaños.
Accidente ocurrió a las 8:40 a. m. mientras don Chepe hacía deporte en vía pública",0,0,0,0,0,1
